id,huml,humw,ulnal,ulnaw,feml,femw,tibl,tibw,tarl,tarw
212,11.737,9.25,13.652000000000001,7.0,8.748999999999999,8.92,119.17,7.89,8.661,7.36
213,10.235,7.01,11.867,5.72,7.875,6.89,104.00999999999999,6.12,8.01,6.1
214,10.837,7.49,12.938999999999998,6.0,8.229000000000001,6.74,113.39,6.38,8.605,6.15
215,8.139,5.77,9.483,4.8,6.5969999999999995,5.52,91.63,5.38,7.329000000000001,5.11
216,8.312999999999999,5.8,9.542,4.4,6.698,5.14,90.6,4.95,7.564,4.56
217,8.963,6.44,10.411,5.26,7.223999999999999,6.32,97.78,5.81,7.676,5.29
218,8.905,6.28,10.209,5.37,7.031999999999999,5.9,96.12,5.7,7.505,5.12
219,9.894,7.13,11.972,5.6,7.417,6.3,106.5,5.8,8.312999999999999,5.86
220,12.159,8.17,14.852,6.44,8.967,7.63,116.71,6.87,8.328,6.8
221,13.006,9.51,15.5,7.18,9.479000000000001,8.64,125.53,7.87,5.383,7.89
222,11.641,6.85,13.1,5.8,7.536,6.55,119.87,6.1,9.972,6.06
223,10.706,8.62,12.908000000000001,6.48,7.103,6.87,100.06,6.1,6.864,5.87
224,12.0,8.38,13.0,6.41,8.993,8.46,116.17000000000002,7.52,8.418000000000001,6.97
225,8.545,6.16,9.931999999999999,4.81,5.301,4.27,69.15,4.21,3.761,5.47
226,8.302,5.95,9.697,4.38,5.186999999999999,4.21,66.6,4.06,3.66,5.63
227,7.197,6.18,8.468,5.14,6.379,5.43,82.93,4.63,5.271,4.72
228,8.258,7.32,9.751999999999999,6.19,7.1370000000000005,6.3,91.66,5.65,5.693,5.99
229,4.537,3.72,5.137,3.16,3.902,2.99,53.23,2.68,3.807,2.29
230,4.165,3.62,4.601,3.03,3.8369999999999997,2.85,48.11,2.55,3.5490000000000004,2.22
231,4.246,3.49,4.734,3.27,3.603,2.94,49.17,2.68,3.438,2.25
232,14.5,10.37,18.8,7.92,7.7090000000000005,7.75,125.48,7.9,5.199,9.64
233,14.2,9.6,8.2,7.31,7.795999999999999,7.03,124.98000000000002,7.05,5.182,8.26
234,14.5,10.31,18.8,7.85,7.886,7.72,126.53999999999999,7.13,5.364,8.88
235,5.741,3.82,7.039,3.08,3.97,3.37,66.58,3.33,4.681,2.78
236,5.078,3.15,6.289,2.69,3.632,2.84,62.53,2.75,4.4079999999999995,2.61
237,11.912,7.57,13.737,6.06,7.553,6.35,115.01999999999998,6.22,6.099,7.91
238,11.743,7.13,13.626,5.51,7.554,5.85,115.3,5.45,5.945,8.25
239,11.684999999999999,7.43,13.48,6.19,7.351000000000001,6.1,112.66,5.94,6.125,6.9
240,11.958,8.04,13.838999999999999,6.25,7.636,6.5,115.9,6.07,5.99,6.92
241,12.687999999999999,8.01,14.847,6.59,8.142,6.71,124.05,6.58,6.456999999999999,7.97
242,4.715999999999999,2.82,5.5409999999999995,2.37,3.4579999999999997,2.47,53.22,2.29,3.3770000000000002,2.51
243,4.491,2.54,4.845000000000001,2.14,3.4869999999999997,2.48,50.87,2.27,2.98,2.7
244,6.16,3.42,6.626,2.59,3.7039999999999997,2.84,63.03,2.87,4.451,2.43
245,9.403,5.88,10.409,4.32,5.676,4.98,96.6,4.87,6.865,4.4
246,9.013,5.92,10.428,4.4,5.455,4.65,94.98999999999998,4.42,6.755,4.14
247,10.029,6.33,11.219,4.69,5.971,4.94,102.54000000000002,5.33,7.103,4.95
248,9.645999999999999,5.71,11.184999999999999,4.2,5.982,4.65,99.16,4.56,7.3950000000000005,4.29
249,9.337,5.33,10.265,3.9,5.8549999999999995,4.62,101.23999999999998,4.57,7.13,4.38
250,9.969,6.09,11.1,4.26,6.0840000000000005,4.75,104.72,4.92,7.123,4.21
251,3.4840000000000004,2.44,4.068,2.04,3.843,2.54,42.47999999999999,2.45,2.007,3.15
252,3.312,2.4,3.9850000000000003,1.8,2.746,2.19,38.99,2.15,1.9100000000000001,2.89
253,3.563,2.4,4.267,2.02,2.851,2.41,42.64,2.46,2.105,3.12
254,2.926,2.66,2.763,2.23,2.787,2.03,38.9,1.81,2.522,1.62
255,3.06,2.45,2.59,1.87,3.2359999999999998,2.1,50.25,1.88,3.3579999999999997,1.88
256,3.025,2.29,2.5140000000000002,1.87,3.161,2.18,50.98,2.0,3.35,1.93
257,4.252000000000001,2.99,3.6729999999999996,2.91,5.224,3.81,81.57,3.71,6.127000000000001,2.71
258,4.5600000000000005,3.35,3.8729999999999998,3.52,5.445,4.1,83.59,3.72,6.391,2.67
259,4.397,3.54,3.838,3.14,5.2490000000000006,4.25,83.15,4.12,6.108,3.04
260,4.638,3.41,3.9799999999999995,3.48,5.4670000000000005,4.08,85.88,4.04,6.375,3.09
261,4.557,4.64,5.713,2.93,2.832,2.26,36.95,1.96,1.975,2.16
262,3.3810000000000002,2.8,4.282,2.22,1.888,1.45,26.28,1.31,1.4449999999999998,1.29
263,3.1719999999999997,2.64,4.0,1.99,2.036,1.59,32.21,1.62,1.7719999999999998,1.52
264,0.985,2.88,1.473,1.73,1.627,1.22,20.89,1.25,0.7769999999999999,1.23
265,4.447,4.24,5.577,3.43,3.857,3.06,52.8,2.82,1.857,3.6
266,1.846,1.79,2.112,1.47,1.8829999999999998,1.21,26.33,1.05,1.141,1.56
267,1.855,2.12,2.1079999999999997,1.41,1.8190000000000002,1.3,25.97,1.17,1.126,1.57
268,2.757,2.67,3.16,2.12,1.8920000000000001,1.52,30.42,1.58,1.246,1.46
269,2.707,2.66,3.195,1.87,1.8800000000000001,1.51,26.38,1.33,1.252,1.16
270,2.692,2.73,3.154,2.01,1.9100000000000001,1.59,26.68,1.35,1.3210000000000002,1.23
271,4.912,3.59,6.095000000000001,2.99,2.6350000000000002,2.0,37.29,1.81,1.0390000000000001,2.03
272,4.88,3.78,5.947,3.17,2.614,2.24,36.01,1.63,1.165,2.0
273,4.7170000000000005,3.96,5.657,2.87,3.3600000000000003,2.68,50.66,2.49,3.2030000000000003,2.06
274,3.786,3.24,4.672,2.63,2.752,2.26,42.49000000000001,1.89,2.6879999999999997,1.54
275,3.9979999999999998,3.34,4.75,2.64,2.857,2.53,42.96,2.2,2.766,1.67
276,4.418,3.88,5.072,3.49,3.9579999999999997,3.9,50.89,3.61,3.5140000000000002,2.82
277,4.136,3.52,4.934,2.83,3.097,2.46,44.31,2.43,2.997,2.05
278,4.1659999999999995,3.56,4.882,2.8,3.194,2.52,46.19,2.31,3.073,1.95
279,3.128,2.83,3.688,2.2,2.23,2.1,32.6,1.68,2.0469999999999997,1.54
280,3.407,3.26,4.134,2.62,2.425,2.3,36.35,2.13,2.4690000000000003,2.12
281,3.379,3.04,4.213,2.56,2.309,2.21,34.74,2.07,2.212,1.78
282,3.415,2.98,4.067,2.45,2.472,1.98,37.35,1.93,2.3489999999999998,1.67
283,3.688,3.18,4.628,2.77,2.6079999999999997,2.19,39.44,2.03,2.56,1.98
284,2.855,2.65,3.374,2.38,1.956,1.98,29.21,1.64,1.875,1.53
285,3.051,2.69,3.533,2.29,2.19,2.04,32.26,1.65,2.252,1.43
286,2.981,2.59,3.505,2.28,2.148,2.11,31.89,1.84,2.1670000000000003,1.52
287,2.772,2.67,3.2,2.21,2.268,2.13,32.5,1.76,1.9649999999999999,1.64
288,2.914,2.75,3.2909999999999995,2.16,2.3129999999999997,2.11,33.89,1.8,2.086,1.7
289,2.785,2.65,3.2619999999999996,2.05,2.284,2.14,33.62,1.91,2.082,1.8
290,2.006,1.73,2.315,1.49,1.6629999999999998,1.57,24.71,1.29,1.519,1.24
291,4.16,3.74,5.65,3.02,3.7,2.99,62.9,2.82,3.821,2.51
292,2.961,2.41,3.393,2.02,3.0789999999999997,2.19,51.64,2.01,3.7329999999999997,1.78
293,3.028,2.89,3.537,2.15,3.109,2.51,53.36,2.31,3.9520000000000004,1.69
294,2.81,2.44,3.25,2.19,2.968,2.33,50.47,2.21,3.7979999999999996,1.79
295,2.866,2.48,3.3240000000000003,2.02,2.933,2.26,50.64,2.05,3.599,1.85
296,3.636,3.31,4.051,2.56,3.7520000000000002,2.85,53.96,2.63,4.271,2.41
297,3.7049999999999996,3.48,4.141,2.91,3.7369999999999997,3.14,61.65,2.89,4.4719999999999995,2.24
298,4.119,3.78,4.324,2.91,3.961,3.15,64.68,2.99,4.674,2.54
299,3.771,3.55,4.247,2.89,3.812,3.13,62.45,3.06,4.641,2.42
300,3.8659999999999997,3.83,4.371,3.02,4.005,3.51,64.97,2.95,4.769,2.57
301,2.107,2.0,2.536,1.7,1.766,1.72,26.28,1.35,1.943,1.36
302,2.146,1.97,2.544,1.73,1.777,1.71,27.01,1.56,1.906,1.26
303,2.213,2.1,2.653,1.78,1.783,1.63,26.12,1.52,1.8739999999999999,1.2
304,2.182,2.0,2.673,1.77,1.7530000000000001,1.59,25.82,1.39,1.879,1.37
305,1.65,1.46,1.9440000000000002,1.42,1.558,1.21,26.21,1.17,1.845,1.14
306,1.597,1.47,1.991,1.32,1.511,1.24,25.99,1.14,1.8359999999999999,1.4
307,1.7129999999999999,1.49,2.038,1.33,1.524,1.16,27.96,1.2,2.0100000000000002,1.24
308,1.546,1.46,1.9120000000000001,1.36,1.475,1.18,26.25,1.22,1.7899999999999998,1.12
309,2.168,1.93,2.484,1.86,2.085,1.78,35.22,1.57,2.411,1.51
310,2.214,1.91,2.571,1.74,2.06,1.67,35.44,1.42,2.386,1.92
311,2.226,1.77,2.4579999999999997,1.67,2.128,1.68,36.06,1.43,2.414,1.41
312,2.54,1.84,2.418,1.73,2.402,1.94,38.97,1.54,2.726,1.48
313,2.443,2.08,2.598,1.84,2.377,1.78,39.14,1.9,2.7920000000000003,1.48
314,2.036,1.91,2.192,1.54,2.1559999999999997,1.81,36.81,1.56,2.631,1.27
315,2.131,2.24,2.666,1.87,1.8989999999999998,1.64,30.64,1.43,2.076,1.18
316,2.097,2.16,2.627,1.85,1.889,1.36,31.009999999999998,1.23,2.028,1.11
317,2.104,2.12,2.627,1.81,1.8539999999999999,1.39,29.5,1.39,1.9899999999999998,1.11
318,2.536,2.36,2.804,1.68,2.2760000000000002,1.77,35.58,1.42,2.461,1.63
319,2.388,2.4,2.916,1.74,2.284,2.02,37.24,1.54,2.6149999999999998,1.32
320,2.456,2.25,2.853,1.94,2.3129999999999997,1.86,38.27,1.62,2.668,1.95
321,2.403,2.37,2.926,1.94,2.258,1.88,37.13,1.73,2.539,1.43
322,1.812,1.61,2.232,1.38,1.6420000000000001,1.13,26.64,1.1,1.7739999999999998,0.98
323,1.8690000000000002,1.75,2.2760000000000002,1.57,1.675,1.3,26.6,1.05,1.8,0.92
324,1.8940000000000001,1.83,2.295,1.69,1.725,1.25,28.59,1.16,1.886,0.97
325,2.79,2.51,3.1559999999999997,2.07,2.408,2.28,45.9,2.09,3.4979999999999998,1.6
326,2.649,2.38,3.038,2.04,2.299,2.14,42.19,1.87,3.371,1.46
327,2.675,2.39,3.048,1.97,2.311,2.08,44.2,1.79,3.447,1.58
328,2.706,2.5,3.028,2.1,2.396,2.24,46.02,1.76,3.3909999999999996,1.76
329,1.9,1.68,2.4,1.45,1.486,1.23,27.190000000000005,1.01,2.005,0.86
330,1.934,1.69,2.489,1.51,1.529,1.28,28.63,1.22,2.195,0.94
331,2.019,1.85,2.641,1.53,1.5710000000000002,1.29,29.660000000000004,1.15,2.19,1.05
332,2.185,2.06,2.59,1.75,2.086,1.72,34.26,1.43,2.325,1.18
333,2.08,1.95,2.3440000000000003,1.6,2.067,1.45,35.52,1.45,2.541,1.36
334,2.0620000000000003,1.87,2.3449999999999998,1.75,2.096,1.68,34.64,1.76,2.48,1.46
335,2.2350000000000003,2.01,2.513,1.85,2.198,1.69,36.5,1.71,2.6420000000000003,1.52
336,2.623,2.3,3.053,2.15,2.4850000000000003,1.96,41.33,1.71,2.9010000000000002,1.77
337,2.632,2.34,3.0170000000000003,2.18,2.4739999999999998,1.91,41.6,1.77,2.898,1.88
338,2.557,2.18,2.9050000000000002,2.15,2.524,1.91,40.9,1.83,2.805,2.0
339,2.467,1.9,2.706,2.1,2.4699999999999998,1.86,39.72,1.99,2.722,1.7
340,3.0260000000000002,2.54,3.4799999999999995,2.09,2.966,2.2,48.67,2.16,3.4770000000000003,2.0
341,2.9379999999999997,2.44,2.984,2.44,2.895,2.13,47.18,2.19,3.146,1.88
342,,,,,3.254,2.65,55.06,2.81,3.8939999999999997,2.25
343,3.0100000000000002,2.49,3.469,2.26,2.8739999999999997,2.08,49.08,2.1,3.6090000000000004,1.88
344,3.114,2.87,3.7340000000000004,2.81,2.8440000000000003,2.31,48.650000000000006,2.3,3.3979999999999997,1.97
345,3.2079999999999997,2.7,3.8299999999999996,2.63,2.8760000000000003,2.21,49.85,1.99,3.529,1.73
346,3.2310000000000003,3.0,3.903,2.73,2.951,2.39,51.04,2.4,3.6109999999999998,2.03
347,2.399,2.19,2.888,1.96,2.316,1.75,38.98,1.83,2.721,1.43
348,2.225,1.92,2.593,1.61,2.215,1.66,38.48,1.46,2.674,1.23
349,2.1879999999999997,2.02,2.545,1.68,2.164,1.73,37.26,1.38,2.6,1.24
350,2.6710000000000003,2.32,3.1710000000000003,1.9,2.511,2.23,47.91,2.08,4.835,1.95
351,2.918,2.39,3.432,2.04,2.766,2.09,49.66,1.96,3.626,1.7
352,2.5780000000000003,2.21,2.816,1.84,2.3289999999999997,1.75,42.34,1.58,3.039,1.34
353,2.609,2.17,2.899,1.77,2.774,2.15,46.64,2.04,3.285,1.81
354,2.814,2.35,3.0629999999999997,1.86,2.8489999999999998,2.18,49.07,2.07,3.464,1.78
355,1.8679999999999999,1.62,2.478,1.4,1.616,1.12,29.67,1.06,2.209,0.78
356,1.83,1.69,2.2969999999999997,1.48,1.816,1.5,36.39,1.24,2.746,0.98
357,2.064,1.97,2.6100000000000003,1.61,2.061,1.56,40.19,1.47,3.0629999999999997,1.22
358,1.94,1.88,2.508,1.57,1.889,1.52,36.89,1.31,2.9859999999999998,1.04
359,1.732,1.83,2.434,1.36,1.8359999999999999,1.2,37.26,1.3,2.503,1.05
360,2.138,1.87,2.742,1.7,2.067,1.54,37.88,1.33,2.855,1.08
361,2.008,2.07,2.5780000000000003,1.81,2.043,1.62,38.3,1.35,3.025,1.09
362,2.0100000000000002,1.89,2.557,1.8,2.0420000000000003,1.65,37.05,1.42,2.862,0.96
363,1.996,1.88,2.519,1.66,1.953,1.48,36.65,1.4,2.7649999999999997,1.11
364,3.021,2.97,3.7310000000000003,2.58,2.771,2.0,47.980000000000004,1.98,3.379,1.61
365,2.952,2.92,3.747,2.37,2.822,2.25,47.49000000000001,1.98,3.46,1.63
366,1.693,1.52,1.9489999999999998,1.12,1.581,1.19,28.89,1.08,2.141,0.92
367,1.331,1.17,1.6469999999999998,1.06,1.232,0.93,22.47,0.95,1.597,0.75
368,1.524,1.4,1.8370000000000002,1.13,1.375,1.05,25.57,0.91,1.9100000000000001,0.86
369,1.348,1.27,1.6,1.0,1.267,1.1,23.120000000000005,0.88,1.634,0.89
370,1.338,1.14,1.6510000000000002,1.23,1.248,1.12,24.91,0.92,1.7550000000000001,0.88
371,1.367,1.27,1.752,1.08,1.277,1.16,25.47,0.98,1.815,1.28
372,1.451,1.49,1.879,1.12,1.407,1.01,25.85,1.0,1.8379999999999999,0.8
373,1.462,1.39,1.923,1.12,1.413,0.97,26.11,1.03,1.823,0.73
374,1.488,1.49,1.955,1.15,1.369,0.98,25.54,0.91,1.815,0.69
375,1.4609999999999999,1.37,2.0300000000000002,1.23,1.428,1.04,25.09,0.88,1.739,0.79
376,1.3519999999999999,1.28,1.7879999999999998,1.07,1.51,1.05,25.14,1.23,1.781,0.69
377,1.269,1.69,1.7440000000000002,1.16,1.183,1.03,23.799999999999997,0.87,1.6969999999999998,0.66
378,2.0100000000000002,1.86,,1.52,1.721,1.22,,,1.846,0.91
379,2.226,1.94,2.769,1.71,1.7269999999999999,1.28,27.29,1.26,1.7489999999999999,1.02
380,2.484,2.32,2.888,2.01,2.565,2.01,40.2,1.83,2.666,1.65
381,2.352,2.16,2.933,1.72,2.059,1.49,32.45,1.13,1.9329999999999998,1.0
382,2.255,2.27,2.83,1.76,1.989,1.52,30.949999999999996,1.39,1.8679999999999999,1.06
383,2.394,2.45,2.786,1.95,2.402,1.87,35.62,1.86,2.299,1.43
384,4.82,4.08,6.194,3.75,4.011,3.1,62.09,3.21,3.726,2.46
385,2.428,2.16,3.029,1.91,2.032,1.62,29.29,1.47,2.448,1.39
386,2.524,2.42,3.213,2.1,2.114,1.69,29.58,1.57,2.549,1.42
387,2.3899999999999997,2.32,2.883,1.67,2.118,1.85,33.11,1.61,2.302,1.33
388,2.382,2.19,2.96,1.88,2.035,1.56,28.54,1.54,2.338,1.26
389,1.9629999999999999,1.76,2.3579999999999997,1.33,1.8850000000000002,1.54,33.1,1.34,2.409,1.14
390,2.043,1.59,2.268,1.39,2.0,1.54,35.63,1.33,2.557,1.57
391,2.2190000000000003,1.86,2.493,1.52,2.414,1.78,40.17,1.73,2.961,1.43
392,2.327,2.0,2.48,1.83,2.604,1.79,41.91,1.67,2.976,1.39
393,1.8969999999999998,1.58,2.1260000000000003,1.4,2.15,1.55,36.52,1.52,2.504,1.47
394,1.599,1.35,1.832,1.13,1.584,1.19,30.049999999999997,1.23,2.294,1.08
395,1.5619999999999998,1.28,1.8519999999999999,1.06,1.575,1.17,28.63,1.03,2.1390000000000002,0.88
396,1.6510000000000002,1.47,2.056,1.43,1.588,1.27,,1.19,1.763,1.02
397,1.6800000000000002,1.58,1.9769999999999999,1.39,1.686,1.29,29.75,1.18,2.177,1.04
398,1.5550000000000002,1.48,1.893,1.3,1.7579999999999998,1.23,31.65,1.14,2.412,0.98
399,2.332,2.06,2.79,1.84,2.2489999999999997,1.66,34.77,1.42,2.305,1.18
400,2.041,1.82,2.266,1.71,1.814,1.52,29.3,1.21,2.029,1.15
401,2.153,1.91,2.5300000000000002,1.67,2.08,1.65,34.08,1.33,2.386,1.27
402,2.284,2.21,2.77,2.06,2.213,1.72,34.6,1.69,2.508,1.39
403,2.0949999999999998,1.89,2.412,1.66,2.1239999999999997,1.84,36.71,1.53,2.5989999999999998,1.23
404,2.036,1.87,2.2190000000000003,1.6,,1.77,37.47,1.64,2.554,1.34
405,1.73,1.68,2.043,1.33,1.551,1.15,25.96,0.88,1.741,0.81
406,1.686,1.58,2.072,1.36,1.492,1.13,24.56,0.98,1.6760000000000002,0.81
407,1.5699999999999998,1.42,1.8579999999999999,1.2,1.522,1.08,25.39,0.92,1.688,0.74
408,1.954,1.86,2.335,1.47,1.834,1.46,29.050000000000004,1.35,1.968,1.08
409,2.327,2.15,2.762,2.16,2.186,1.64,35.55,1.51,2.323,1.32
410,2.304,2.15,2.8289999999999997,1.94,2.146,1.67,33.41,1.42,2.248,1.27
411,2.121,1.88,2.335,1.62,2.197,1.55,35.02,1.4,2.2350000000000003,1.24
412,2.192,1.8,2.573,1.49,1.998,1.35,30.47,1.36,2.011,1.25
413,1.295,1.16,1.409,1.03,1.303,1.03,22.130000000000003,0.96,1.519,1.02
414,1.363,1.16,1.522,1.06,1.375,0.99,23.129999999999995,0.96,1.5619999999999998,1.01
415,1.796,1.63,1.925,1.33,1.8359999999999999,1.54,31.25,1.33,2.199,1.15
416,1.921,1.64,2.076,1.49,1.924,1.45,33.21,1.28,2.3600000000000003,1.15
417,1.879,1.63,1.9829999999999999,1.53,2.096,1.43,34.45,1.41,2.286,1.21
418,2.038,1.78,2.253,1.5,2.1350000000000002,1.48,36.09,1.53,2.598,1.24
419,1.7890000000000001,1.44,1.9260000000000002,1.1,1.762,1.34,29.81,1.24,2.169,1.05
